"","unq","f.ratio","f.msy","fmsy.id","f","f.ts","stocklong.x","stocklong.y","stockid","assessid","year","b.ts","b","bmsy.id","b.msy","b.ratio","region","overfished","bmsy.status","fmsy.status","rebuilding"
"473.2","winter flounder southern new england-mid atlantic 2010",0.172413793103448,0.29,"Fmsy",0.05,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2012,"SSB-MT",7076,"SSBmsy-MT",43661,0.162066833100479,"ne","Overfished","below","none","not"
"473.3","winter flounder southern new england-mid atlantic 2010",0.172413793103448,0.29,"Fmsy",0.05,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2013,"SSB-MT",7076,"SSBmsy-MT",43661,0.162066833100479,"ne","Overfished","below","none","not"
"474","witch flounder nafo-5y 2000",2.8,0.2,"Fmsy-1/T",0.56,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2000,"SSB-MT",6874,"SSBmsy-MT",11447,0.600506682973705,"ne","not overfished","below","high","not"
"475","witch flounder nafo-5y 2001",4.5,0.2,"Fmsy-1/T",0.9,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2001,"SSB-MT",6831,"SSBmsy-MT",11447,0.596750240237617,"ne","not overfished","below","high","not"
"476","witch flounder nafo-5y 2002",2.65,0.2,"Fmsy-1/T",0.53,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2002,"SSB-MT",6429,"SSBmsy-MT",11447,0.561631868611863,"ne","not overfished","below","high","not"
"477","witch flounder nafo-5y 2003",3.55,0.2,"Fmsy-1/T",0.71,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2003,"SSB-MT",5941,"SSBmsy-MT",11447,0.519000611513934,"ne","not overfished","below","high","not"
"478","witch flounder nafo-5y 2004",4.05,0.2,"Fmsy-1/T",0.81,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2004,"SSB-MT",4835,"SSBmsy-MT",11447,0.422381409976413,"ne","Overfished","below","high","not"
"479","witch flounder nafo-5y 2005",3.15,0.2,"Fmsy-1/T",0.63,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2005,"SSB-MT",4575,"SSBmsy-MT",11447,0.39966803529309,"ne","Overfished","below","high","not"
"480","witch flounder nafo-5y 2006",2.35,0.2,"Fmsy-1/T",0.47,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2006,"SSB-MT",3696,"SSBmsy-MT",11447,0.322879357036778,"ne","Overfished","below","high","not"
"481","witch flounder nafo-5y 2007",1.45,0.2,"Fmsy-1/T",0.29,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2007,"SSB-MT",3434,"SSBmsy-MT",11447,0.29999126408666,"ne","Overfished","below","overfishing","not"
"481.1","witch flounder nafo-5y 2007",1.45,0.2,"Fmsy-1/T",0.29,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2008,"SSB-MT",3434,"SSBmsy-MT",11447,0.29999126408666,"ne","Overfished","below","overfishing","not"
"481.2","witch flounder nafo-5y 2007",1.45,0.2,"Fmsy-1/T",0.29,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2009,"SSB-MT",3434,"SSBmsy-MT",11447,0.29999126408666,"ne","Overfished","below","overfishing","not"
"481.3","witch flounder nafo-5y 2007",1.45,0.2,"Fmsy-1/T",0.29,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2010,"SSB-MT",3434,"SSBmsy-MT",11447,0.29999126408666,"ne","Overfished","below","overfishing","not"
"481.4","witch flounder nafo-5y 2007",1.45,0.2,"Fmsy-1/T",0.29,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2011,"SSB-MT",3434,"SSBmsy-MT",11447,0.29999126408666,"ne","Overfished","below","overfishing","not"
"481.5","witch flounder nafo-5y 2007",1.45,0.2,"Fmsy-1/T",0.29,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2012,"SSB-MT",3434,"SSBmsy-MT",11447,0.29999126408666,"ne","Overfished","below","overfishing","not"
"481.6","witch flounder nafo-5y 2007",1.45,0.2,"Fmsy-1/T",0.29,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2013,"SSB-MT",3434,"SSBmsy-MT",11447,0.29999126408666,"ne","Overfished","below","overfishing","not"
"482","yelloweye rockfish pacific coast 2000",1.15,0.02,"Fmsy-1/yr",0.023,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2000,"SSB-E6eggs",161,"SSBmsy-E6eggs",392,0.410714285714286,"west","Overfished","below","overfishing","rebuilding"
"483","yelloweye rockfish pacific coast 2001",1.6,0.02,"Fmsy-1/yr",0.032,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2001,"SSB-E6eggs",164,"SSBmsy-E6eggs",392,0.418367346938776,"west","Overfished","below","high","rebuilding"
"484","yelloweye rockfish pacific coast 2002",0.35,0.02,"Fmsy-1/yr",0.007,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2002,"SSB-E6eggs",166,"SSBmsy-E6eggs",392,0.423469387755102,"west","Overfished","below","none","rebuilding"
"485","yelloweye rockfish pacific coast 2003",0.3,0.02,"Fmsy-1/yr",0.006,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2003,"SSB-E6eggs",172,"SSBmsy-E6eggs",392,0.438775510204082,"west","Overfished","below","none","rebuilding"
"486","yelloweye rockfish pacific coast 2004",0.35,0.02,"Fmsy-1/yr",0.007,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2004,"SSB-E6eggs",179,"SSBmsy-E6eggs",392,0.456632653061224,"west","Overfished","below","none","rebuilding"
"487","yelloweye rockfish pacific coast 2005",0.4,0.02,"Fmsy-1/yr",0.008,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2005,"SSB-E6eggs",185,"SSBmsy-E6eggs",392,0.471938775510204,"west","Overfished","below","none","rebuilding"
"488","yelloweye rockfish pacific coast 2006",0.35,0.02,"Fmsy-1/yr",0.007,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2006,"SSB-E6eggs",191,"SSBmsy-E6eggs",392,0.487244897959184,"west","Overfished","below","none","rebuilding"
"489","yelloweye rockfish pacific coast 2007",0.55,0.02,"Fmsy-1/yr",0.011,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2007,"SSB-E6eggs",197,"SSBmsy-E6eggs",392,0.502551020408163,"west","not overfished","below","none","rebuilding"
"490","yelloweye rockfish pacific coast 2008",0.35,0.02,"Fmsy-1/yr",0.007,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2008,"SSB-E6eggs",202,"SSBmsy-E6eggs",392,0.51530612244898,"west","not overfished","below","none","rebuilding"
"491","yelloweye rockfish pacific coast 2009",0.25,0.02,"Fmsy-1/yr",0.005,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2009,"SSB-E6eggs",208,"SSBmsy-E6eggs",392,0.530612244897959,"west","not overfished","below","none","rebuilding"
"492","yelloweye rockfish pacific coast 2010",0.25,0.02,"Fmsy-1/yr",0.005,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2010,"SSB-E6eggs",214,"SSBmsy-E6eggs",392,0.545918367346939,"west","not overfished","below","none","rebuilding"
"492.1","yelloweye rockfish pacific coast 2010",0.25,0.02,"Fmsy-1/yr",0.005,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2011,"SSB-E6eggs",214,"SSBmsy-E6eggs",392,0.545918367346939,"west","not overfished","below","none","rebuilding"
"492.2","yelloweye rockfish pacific coast 2010",0.25,0.02,"Fmsy-1/yr",0.005,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2012,"SSB-E6eggs",214,"SSBmsy-E6eggs",392,0.545918367346939,"west","not overfished","below","none","rebuilding"
"492.3","yelloweye rockfish pacific coast 2010",0.25,0.02,"Fmsy-1/yr",0.005,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2013,"SSB-E6eggs",214,"SSBmsy-E6eggs",392,0.545918367346939,"west","not overfished","below","none","rebuilding"
"494","yellowtail flounder cape cod / gulf of maine 2000",8.49372384937239,0.239,"Fmsy-1/T",2.03,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2000,"SSB-MT",1746,"SSBmsy-MT",7790,0.22413350449294,"ne","Overfished","below","high","not"
"495","yellowtail flounder cape cod / gulf of maine 2001",7.48953974895398,0.239,"Fmsy-1/T",1.79,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2001,"SSB-MT",1713,"SSBmsy-MT",7790,0.2198973042362,"ne","Overfished","below","high","not"
"496","yellowtail flounder cape cod / gulf of maine 2002",6.52719665271967,0.239,"Fmsy-1/T",1.56,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2002,"SSB-MT",1797,"SSBmsy-MT",7790,0.230680359435173,"ne","Overfished","below","high","not"
"497","yellowtail flounder cape cod / gulf of maine 2003",6.10878661087866,0.239,"Fmsy-1/T",1.46,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2003,"SSB-MT",1359,"SSBmsy-MT",7790,0.174454428754814,"ne","Overfished","below","high","not"
"498","yellowtail flounder cape cod / gulf of maine 2004",7.11297071129707,0.239,"Fmsy-1/T",1.7,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2004,"SSB-MT",902,"SSBmsy-MT",7790,0.115789473684211,"ne","Overfished","below","high","not"
"499","yellowtail flounder cape cod / gulf of maine 2005",6.40167364016736,0.239,"Fmsy-1/T",1.53,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2005,"SSB-MT",796,"SSBmsy-MT",7790,0.102182284980745,"ne","Overfished","below","high","not"
"500","yellowtail flounder cape cod / gulf of maine 2006",4.22594142259414,0.239,"Fmsy-1/T",1.01,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2006,"SSB-MT",1080,"SSBmsy-MT",7790,0.138639281129653,"ne","Overfished","below","high","not"
"501","yellowtail flounder cape cod / gulf of maine 2007",1.73221757322176,0.239,"Fmsy-1/T",0.414,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2007,"SSB-MT",1922,"SSBmsy-MT",7790,0.246726572528883,"ne","Overfished","below","high","not"
"501.1","yellowtail flounder cape cod / gulf of maine 2007",1.73221757322176,0.239,"Fmsy-1/T",0.414,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2008,"SSB-MT",1922,"SSBmsy-MT",7790,0.246726572528883,"ne","Overfished","below","high","not"
"501.2","yellowtail flounder cape cod / gulf of maine 2007",1.73221757322176,0.239,"Fmsy-1/T",0.414,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2009,"SSB-MT",1922,"SSBmsy-MT",7790,0.246726572528883,"ne","Overfished","below","high","not"
"501.3","yellowtail flounder cape cod / gulf of maine 2007",1.73221757322176,0.239,"Fmsy-1/T",0.414,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2010,"SSB-MT",1922,"SSBmsy-MT",7790,0.246726572528883,"ne","Overfished","below","high","not"
"501.4","yellowtail flounder cape cod / gulf of maine 2007",1.73221757322176,0.239,"Fmsy-1/T",0.414,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2011,"SSB-MT",1922,"SSBmsy-MT",7790,0.246726572528883,"ne","Overfished","below","high","not"
"501.5","yellowtail flounder cape cod / gulf of maine 2007",1.73221757322176,0.239,"Fmsy-1/T",0.414,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2012,"SSB-MT",1922,"SSBmsy-MT",7790,0.246726572528883,"ne","Overfished","below","high","not"
"501.6","yellowtail flounder cape cod / gulf of maine 2007",1.73221757322176,0.239,"Fmsy-1/T",0.414,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2013,"SSB-MT",1922,"SSBmsy-MT",7790,0.246726572528883,"ne","Overfished","below","high","not"
"502","yellowtail flounder georges bank 2000",3.77952755905512,0.254,"Fmsy-1/T",0.96,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2000,"SSB-MT",10280,"SSBmsy-MT",43200,0.237962962962963,"ne","Overfished","below","high","not"
"503","yellowtail flounder georges bank 2001",3.81889763779528,0.254,"Fmsy-1/T",0.97,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2001,"SSB-MT",9300,"SSBmsy-MT",43200,0.215277777777778,"ne","Overfished","below","high","not"
"504","yellowtail flounder georges bank 2002",2.51968503937008,0.254,"Fmsy-1/T",0.64,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2002,"SSB-MT",10201,"SSBmsy-MT",43200,0.236134259259259,"ne","Overfished","below","high","not"
"505","yellowtail flounder georges bank 2003",2.36220472440945,0.254,"Fmsy-1/T",0.6,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2003,"SSB-MT",10219,"SSBmsy-MT",43200,0.236550925925926,"ne","Overfished","below","high","not"
"506","yellowtail flounder georges bank 2004",7.16535433070866,0.254,"Fmsy-1/T",1.82,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2004,"SSB-MT",5869,"SSBmsy-MT",43200,0.135856481481481,"ne","Overfished","below","high","not"
"507","yellowtail flounder georges bank 2005",4.56692913385827,0.254,"Fmsy-1/T",1.16,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2005,"SSB-MT",4157,"SSBmsy-MT",43200,0.0962268518518519,"ne","Overfished","below","high","not"
"508","yellowtail flounder georges bank 2006",3.50393700787402,0.254,"Fmsy-1/T",0.89,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2006,"SSB-MT",4427,"SSBmsy-MT",43200,0.102476851851852,"ne","Overfished","below","high","not"
"509","yellowtail flounder georges bank 2007",1.14173228346457,0.254,"Fmsy-1/T",0.29,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2007,"SSB-MT",9526,"SSBmsy-MT",43200,0.220509259259259,"ne","Overfished","below","overfishing","not"
"509.1","yellowtail flounder georges bank 2007",1.14173228346457,0.254,"Fmsy-1/T",0.29,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2008,"SSB-MT",9526,"SSBmsy-MT",43200,0.220509259259259,"ne","Overfished","below","overfishing","not"
"509.2","yellowtail flounder georges bank 2007",1.14173228346457,0.254,"Fmsy-1/T",0.29,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2009,"SSB-MT",9526,"SSBmsy-MT",43200,0.220509259259259,"ne","Overfished","below","overfishing","not"
"509.3","yellowtail flounder georges bank 2007",1.14173228346457,0.254,"Fmsy-1/T",0.29,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2010,"SSB-MT",9526,"SSBmsy-MT",43200,0.220509259259259,"ne","Overfished","below","overfishing","not"
"509.4","yellowtail flounder georges bank 2007",1.14173228346457,0.254,"Fmsy-1/T",0.29,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2011,"SSB-MT",9526,"SSBmsy-MT",43200,0.220509259259259,"ne","Overfished","below","overfishing","not"
"509.5","yellowtail flounder georges bank 2007",1.14173228346457,0.254,"Fmsy-1/T",0.29,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2012,"SSB-MT",9526,"SSBmsy-MT",43200,0.220509259259259,"ne","Overfished","below","overfishing","not"
"509.6","yellowtail flounder georges bank 2007",1.14173228346457,0.254,"Fmsy-1/T",0.29,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2013,"SSB-MT",9526,"SSBmsy-MT",43200,0.220509259259259,"ne","Overfished","below","overfishing","not"
"510","yellowtail flounder southern new england-mid atlantic 2000",4.79430379746835,0.316,"Fmsy",1.515,"F","yellowtail flounder southern new england-mid atlantic","yellowtail flounder southern new england-mid atlantic","YELLSNEMATL","NEFSC-YELLSNEMATL-1973-2011-KURIYAMA",2000,"SSB-MT",1670,"SSBmsy-MT",2995,0.557595993322204,"ne","not overfished","below","high","not"
"511","yellowtail flounder southern new england-mid atlantic 2001",5.55379746835443,0.316,"Fmsy",1.755,"F","yellowtail flounder southern new england-mid atlantic","yellowtail flounder southern new england-mid atlantic","YELLSNEMATL","NEFSC-YELLSNEMATL-1973-2011-KURIYAMA",2001,"SSB-MT",1561,"SSBmsy-MT",2995,0.521202003338898,"ne","not overfished","below","high","not"
"512","yellowtail flounder southern new england-mid atlantic 2002",3.7246835443038,0.316,"Fmsy",1.177,"F","yellowtail flounder southern new england-mid atlantic","yellowtail flounder southern new england-mid atlantic","YELLSNEMATL","NEFSC-YELLSNEMATL-1973-2011-KURIYAMA",2002,"SSB-MT",1272,"SSBmsy-MT",2995,0.424707846410684,"ne","Overfished","below","high","not"
