"","metric.and.spp","stockid.x","assessid.x","stocklong.x","tsid","tsyear","tsvalue","stockid.y","assessid.y","stocklong.y","bioid","biovalue","ratio"
"7483","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1942,86270,NA,NA,NA,NA,NA,NA
"7484","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1943,86292,NA,NA,NA,NA,NA,NA
"7485","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1944,86263,NA,NA,NA,NA,NA,NA
"7486","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1945,86189,NA,NA,NA,NA,NA,NA
"7487","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1946,86017,NA,NA,NA,NA,NA,NA
"7488","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1947,85906,NA,NA,NA,NA,NA,NA
"7489","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1948,85855,NA,NA,NA,NA,NA,NA
"7490","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1949,85798,NA,NA,NA,NA,NA,NA
"7491","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1950,85765,NA,NA,NA,NA,NA,NA
"7492","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1951,85662,NA,NA,NA,NA,NA,NA
"7493","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1952,85502,NA,NA,NA,NA,NA,NA
"7494","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1953,85337,NA,NA,NA,NA,NA,NA
"7495","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1954,84914,NA,NA,NA,NA,NA,NA
"7496","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1955,84268,NA,NA,NA,NA,NA,NA
"7497","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1956,83833,NA,NA,NA,NA,NA,NA
"7498","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1957,83134,NA,NA,NA,NA,NA,NA
"7499","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1958,82568,NA,NA,NA,NA,NA,NA
"7500","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1959,82155,NA,NA,NA,NA,NA,NA
"7501","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1993,38007,NA,NA,NA,NA,NA,NA
"7502","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1997,36043,NA,NA,NA,NA,NA,NA
"7503","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1998,36294,NA,NA,NA,NA,NA,NA
"7504","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",1999,34431,NA,NA,NA,NA,NA,NA
"7505","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",2000,35566,NA,NA,NA,NA,NA,NA
"7506","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",2001,36217,NA,NA,NA,NA,NA,NA
"7507","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",2002,38024,NA,NA,NA,NA,NA,NA
"7508","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",2003,42794,NA,NA,NA,NA,NA,NA
"7509","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",2004,46722,NA,NA,NA,NA,NA,NA
"7510","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",2005,51676,NA,NA,NA,NA,NA,NA
"7511","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",2006,56724,NA,NA,NA,NA,NA,NA
"7512","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",2007,60729,NA,NA,NA,NA,NA,NA
"7513","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",2008,64923,NA,NA,NA,NA,NA,NA
"7514","TB-MT splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON","splitnose rockfish pacific coast","TB-MT",2009,70196,NA,NA,NA,NA,NA,NA
"7515","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1916,305690,NA,NA,NA,NA,NA,NA
"7516","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1917,305690,NA,NA,NA,NA,NA,NA
"7517","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1918,305690,NA,NA,NA,NA,NA,NA
"7518","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1919,305690,NA,NA,NA,NA,NA,NA
"7519","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1920,305690,NA,NA,NA,NA,NA,NA
"7520","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1921,305688,NA,NA,NA,NA,NA,NA
"7521","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1922,305687,NA,NA,NA,NA,NA,NA
"7522","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1999,227788,NA,NA,NA,NA,NA,NA
"7523","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",2000,226947,NA,NA,NA,NA,NA,NA
"7524","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",2001,226267,NA,NA,NA,NA,NA,NA
"7525","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",2002,225289,NA,NA,NA,NA,NA,NA
"7526","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",2003,224463,NA,NA,NA,NA,NA,NA
"7527","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",2004,223580,NA,NA,NA,NA,NA,NA
"7528","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",2005,222491,NA,NA,NA,NA,NA,NA
"7529","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",2006,221848,NA,NA,NA,NA,NA,NA
"7530","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",2007,220571,NA,NA,NA,NA,NA,NA
"7531","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",2008,219159,NA,NA,NA,NA,NA,NA
"7532","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",2009,218515,NA,NA,NA,NA,NA,NA
"7533","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",2010,218039,NA,NA,NA,NA,NA,NA
"7534","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",2011,216672,NA,NA,NA,NA,NA,NA
"7535","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1925,305678,NA,NA,NA,NA,NA,NA
"7536","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1926,305674,NA,NA,NA,NA,NA,NA
"7537","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1927,305669,NA,NA,NA,NA,NA,NA
"7538","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1928,305664,NA,NA,NA,NA,NA,NA
"7539","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1929,305658,NA,NA,NA,NA,NA,NA
"7540","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1923,305684,NA,NA,NA,NA,NA,NA
"7541","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1924,305681,NA,NA,NA,NA,NA,NA
"7542","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1930,305652,NA,NA,NA,NA,NA,NA
"7543","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1931,305646,NA,NA,NA,NA,NA,NA
"7544","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1932,305639,NA,NA,NA,NA,NA,NA
"7545","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1933,305631,NA,NA,NA,NA,NA,NA
"7546","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1934,305623,NA,NA,NA,NA,NA,NA
"7547","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1935,305603,NA,NA,NA,NA,NA,NA
"7548","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1936,305586,NA,NA,NA,NA,NA,NA
"7549","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1937,305567,NA,NA,NA,NA,NA,NA
"7550","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1938,305529,NA,NA,NA,NA,NA,NA
"7551","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1939,305511,NA,NA,NA,NA,NA,NA
"7552","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1940,305455,NA,NA,NA,NA,NA,NA
"7553","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1941,305116,NA,NA,NA,NA,NA,NA
"7554","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1942,304499,NA,NA,NA,NA,NA,NA
"7555","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1943,303538,NA,NA,NA,NA,NA,NA
"7556","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1944,296921,NA,NA,NA,NA,NA,NA
"7557","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1945,291452,NA,NA,NA,NA,NA,NA
"7558","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1946,284228,NA,NA,NA,NA,NA,NA
"7559","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1947,269224,NA,NA,NA,NA,NA,NA
"7560","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1948,261549,NA,NA,NA,NA,NA,NA
"7561","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1949,254069,NA,NA,NA,NA,NA,NA
"7562","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1950,249397,NA,NA,NA,NA,NA,NA
"7563","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1951,245437,NA,NA,NA,NA,NA,NA
"7564","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1952,241949,NA,NA,NA,NA,NA,NA
"7565","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1953,241313,NA,NA,NA,NA,NA,NA
"7566","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1954,240915,NA,NA,NA,NA,NA,NA
"7567","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1955,240720,NA,NA,NA,NA,NA,NA
"7568","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1956,240507,NA,NA,NA,NA,NA,NA
"7569","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1957,240386,NA,NA,NA,NA,NA,NA
"7570","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1985,236584,NA,NA,NA,NA,NA,NA
"7571","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1986,236596,NA,NA,NA,NA,NA,NA
"7572","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1987,235978,NA,NA,NA,NA,NA,NA
"7573","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1988,235328,NA,NA,NA,NA,NA,NA
"7574","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1989,234884,NA,NA,NA,NA,NA,NA
"7575","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1958,240210,NA,NA,NA,NA,NA,NA
"7576","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1998,228602,NA,NA,NA,NA,NA,NA
"7577","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1959,240032,NA,NA,NA,NA,NA,NA
"7578","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1960,239767,NA,NA,NA,NA,NA,NA
"7579","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1961,239513,NA,NA,NA,NA,NA,NA
"7580","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1997,229173,NA,NA,NA,NA,NA,NA
"7581","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1994,231742,NA,NA,NA,NA,NA,NA
"7582","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1995,230703,NA,NA,NA,NA,NA,NA
"7583","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1996,229899,NA,NA,NA,NA,NA,NA
"7584","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1962,239253,NA,NA,NA,NA,NA,NA
"7585","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1992,233319,NA,NA,NA,NA,NA,NA
"7586","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1993,232573,NA,NA,NA,NA,NA,NA
"7587","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1963,239131,NA,NA,NA,NA,NA,NA
"7588","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1991,233821,NA,NA,NA,NA,NA,NA
"7589","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1964,239152,NA,NA,NA,NA,NA,NA
"7590","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1990,234393,NA,NA,NA,NA,NA,NA
"7591","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1965,239405,NA,NA,NA,NA,NA,NA
"7592","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1970,240084,NA,NA,NA,NA,NA,NA
"7593","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1971,240090,NA,NA,NA,NA,NA,NA
"7594","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1972,239982,NA,NA,NA,NA,NA,NA
"7595","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1973,240144,NA,NA,NA,NA,NA,NA
"7596","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1966,239605,NA,NA,NA,NA,NA,NA
"7597","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1969,239920,NA,NA,NA,NA,NA,NA
"7598","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1976,241176,NA,NA,NA,NA,NA,NA
"7599","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1978,241277,NA,NA,NA,NA,NA,NA
"7600","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1980,240238,NA,NA,NA,NA,NA,NA
"7601","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1981,239436,NA,NA,NA,NA,NA,NA
"7602","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1974,240478,NA,NA,NA,NA,NA,NA
"7603","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1975,240814,NA,NA,NA,NA,NA,NA
"7604","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1979,240934,NA,NA,NA,NA,NA,NA
"7605","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1968,239860,NA,NA,NA,NA,NA,NA
"7606","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1984,237121,NA,NA,NA,NA,NA,NA
"7607","TB-MT spotted spiny dogfish pacific coast","SPSDOGPCOAST","NWFSC-SPSDOGPCOAST-1916-2011-STACHURA","spotted spiny dogfish pacific coast","TB-MT",1977,241300,NA,NA,NA,NA,NA,NA
